Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Kids,2018-12-05 18:49:19,00:22:50,Autoplayed: user action: None; ,La casa de Mickey Mouse: Temporada 2: La entrega especial para Donald (Capítulo 9),,Samsung 2014 MStar DTV,00:24:16,00:24:16,PE (Peru)
Kids,2018-12-05 18:26:20,00:22:51,Autoplayed: user action: None; ,La casa de Mickey Mouse: Temporada 2: El sombrero de Goofy (Capítulo 8),,Samsung 2014 MStar DTV,00:24:17,00:24:17,PE (Peru)
Kids,2018-12-05 18:03:23,00:22:50,Autoplayed: user action: None; ,La casa de Mickey Mouse: Temporada 2: El concierto de la gran banda de Mickey (Capítulo 7),,Samsung 2014 MStar DTV,00:24:17,00:24:17,PE (Peru)
Kids,2018-12-05 17:51:34,00:11:42,Autoplayed: user action: None; ,La casa de Mickey Mouse: Temporada 2: El entrenamiento de Goofy (Capítulo 6),,Samsung 2014 MStar DTV,00:24:16,00:24:16,PE (Peru)
Kids,2018-12-04 20:33:47,00:11:10,Autoplayed: user action: None; ,La casa de Mickey Mouse: Temporada 2: El entrenamiento de Goofy (Capítulo 6),,Samsung 2014 MStar DTV,00:12:36,Not latest view,PE (Peru)
Kids,2018-12-04 20:10:50,00:22:50,Autoplayed: user action: None; ,La casa de Mickey Mouse: Temporada 2: El día de campo de Minnie (Capítulo 5),,Samsung 2014 MStar DTV,00:24:17,00:24:17,PE (Peru)
Kids,2018-12-04 19:33:49,00:22:50,Autoplayed: user action: None; ,La casa de Mickey Mouse: Temporada 2: Goofy bebé (Capítulo 4),,Samsung 2014 MStar DTV,00:24:16,00:24:16,PE (Peru)
Kids,2018-12-04 19:10:51,00:22:51,Autoplayed: user action: None; ,La casa de Mickey Mouse: Temporada 2: Las manos ayudantes de Mickey (Capítulo 3),,Samsung 2014 MStar DTV,00:24:17,00:24:17,PE (Peru)
Kids,2018-12-04 18:47:55,00:22:50,Autoplayed: user action: None; ,"La casa de Mickey Mouse: Temporada 2: Goofy, el constructor (Capítulo 2)",,Samsung 2014 MStar DTV,00:24:16,00:24:16,PE (Peru)
Kids,2018-12-04 18:23:23,00:24:17,Autoplayed: user action: None; ,"La casa de Mickey Mouse: Temporada 2: Goofy, el bailarín (Capítulo 1)",,Samsung 2014 MStar DTV,00:24:17,00:24:17,PE (Peru)
Kids,2018-10-17 02:22:59,00:00:02,Autoplayed: user action: None; ,Angry Birds: Temporada 1: El momento de Chuck / ¿Dónde está mi corona? / Chuck militar / Otro cumpleaños / Ruidos / Amigos divididos / Cama elástica / Los rudos (Capítulo 1),,LG 2017 LG M16p Standard UHD TV Smart TV,00:00:02,00:00:02,PE (Peru)
Kids,2018-10-04 18:18:37,00:17:00,Autoplayed: user action: None; ,"La casa de Mickey Mouse: Temporada 1: Donald, el príncipe sapo (Capítulo 8)",,Samsung 2014 MStar DTV,00:18:26,00:18:26,PE (Peru)
Kids,2018-10-04 17:55:06,00:22:28,Autoplayed: user action: None; ,La casa de Mickey Mouse: Temporada 1: El cumpleaños de Minnie (Capítulo 7),,Samsung 2014 MStar DTV,00:23:54,00:23:54,PE (Peru)
Kids,2018-10-04 17:32:33,00:22:28,Autoplayed: user action: None; ,La casa de Mickey Mouse: Temporada 1: Donald y las habichuelas mágicas (Capítulo 6),,Samsung 2014 MStar DTV,00:23:54,00:23:54,PE (Peru)
Kids,2018-10-04 17:09:57,00:22:28,Autoplayed: user action: None; ,La casa de Mickey Mouse: Temporada 1: Mickey va a pescar (Capítulo 5),,Samsung 2014 MStar DTV,00:23:54,00:23:54,PE (Peru)
Kids,2018-10-04 16:45:54,00:23:55,Autoplayed: user action: Unspecified; ,La casa de Mickey Mouse: Temporada 1: La carrera de globos de Donald (Capítulo 4),,Samsung 2014 MStar DTV,00:23:55,00:23:55,PE (Peru)
Kids,2018-10-02 00:00:39,00:00:17,Autoplayed: user action: None; ,Patrulla de cachorros: Temporada 1: Salvemos a las tortugas / Un enorme bebé (Capítulo 2),,Samsung 2014 MStar DTV,00:00:59,00:00:59,PE (Peru)
Kids,2018-10-01 23:37:27,00:23:07,Autoplayed: user action: Unspecified; ,Patrulla de cachorros: Temporada 1: Un rescate muy mojado / El festival de otoño (Capítulo 1),,Samsung 2014 MStar DTV,00:23:07,00:23:07,PE (Peru)
Kids,2018-10-01 23:13:39,00:22:28,Autoplayed: user action: None; ,La casa de Mickey Mouse: Temporada 1: El pajarito de Goofy (Capítulo 3),,Samsung 2014 MStar DTV,00:23:54,00:23:54,PE (Peru)
Kids,2018-10-01 22:50:59,00:22:28,Autoplayed: user action: None; ,La casa de Mickey Mouse: Temporada 1: Una sorpresa para Minnie (Capítulo 2),,Samsung 2014 MStar DTV,00:23:54,00:23:54,PE (Peru)
Kids,2018-10-01 22:26:55,00:23:53,Autoplayed: user action: Unspecified; ,"La casa de Mickey Mouse: Temporada 1: Daisy, la pastorcita (Capítulo 1)",,Samsung 2014 MStar DTV,00:23:53,00:23:53,PE (Peru)
Y,2021-03-12 19:25:10,00:00:01,,Un lugar para soñar: Temporada 1: Seguir adelante (Capítulo 1),,Chrome PC (Cadmium),00:00:01,00:00:01,PE (Peru)
Y,2021-03-11 02:58:36,00:28:33,,Sherlock: Temporada 1: Estudio en rosa (Capítulo 1),,Android DefaultWidevineL3Phone Android Phone,00:29:00,00:29:00,PE (Peru)
Y,2021-03-03 22:32:23,00:05:28,,When Calls the Heart: Temporada 1: El desalojo (Capítulo 2),,Android DefaultWidevineL3Phone Android Phone,00:05:28,00:05:28,PE (Peru)
Y,2021-03-03 21:38:10,00:42:19,,When Calls the Heart: Temporada 1: La búsqueda (Capítulo 1),,Android DefaultWidevineL3Phone Android Phone,00:42:17,00:42:17,PE (Peru)
Y,2021-03-03 21:29:08,00:08:09,,Outlander: Temporada 1: Sassenach (Capítulo 1),,Android DefaultWidevineL3Phone Android Phone,00:09:19,00:09:19,PE (Peru)
Y,2021-03-03 21:12:05,00:14:26,,Las crónicas de Frankenstein: Temporada 1: Un mundo sin Dios (Capítulo 1),,Android DefaultWidevineL3Phone Android Phone,00:15:10,00:15:10,PE (Peru)
Y,2021-03-03 03:49:35,00:15:03,,Community: Temporada 1: Introduction to Film (Capítulo 3),,Android DefaultWidevineL3Phone Android Phone,00:15:02,00:15:02,PE (Peru)
Y,2021-03-03 03:28:15,00:21:19,,Community: Temporada 1: Spanish 101 (Capítulo 2),,Android DefaultWidevineL3Phone Android Phone,00:21:16,00:21:16,PE (Peru)
Y,2021-03-03 03:06:53,00:21:22,,Community: Temporada 1: Community (Capítulo 1),,Android DefaultWidevineL3Phone Android Phone,00:21:19,00:21:19,PE (Peru)
Y,2021-03-03 02:58:36,00:00:06,,Emily en París: Temporada 1: Emily en París (Capítulo 1),,Android DefaultWidevineL3Phone Android Phone,00:00:06,00:00:06,PE (Peru)
Y,2021-03-02 19:23:59,00:00:04,,Marvel - Iron Fist: Temporada 2: Que no arda la ciudad (Capítulo 2),,Android DefaultWidevineL3Phone Android Phone,00:00:04,00:00:04,PE (Peru)
Y,2021-03-02 18:39:47,00:43:04,,Anne with an E: Temporada 3: Mis mejores sentimientos (Capítulo 10),,Android DefaultWidevineL3Phone Android Phone,00:43:43,00:43:43,PE (Peru)
Y,2021-03-02 18:39:24,00:00:20,,Anne with an E: Temporada 3: Densas y temibles tinieblas (Capítulo 9),,Android DefaultWidevineL3Phone Android Phone,00:43:42,00:43:42,PE (Peru)
Y,2021-03-02 18:38:33,00:00:42,,Anne with an E: Temporada 3: Mis mejores sentimientos (Capítulo 10),,Android DefaultWidevineL3Phone Android Phone,00:00:45,Not latest view,PE (Peru)
Y,2021-03-02 18:36:57,00:00:52,,Anne with an E: Temporada 3: Densas y temibles tinieblas (Capítulo 9),,Android DefaultWidevineL3Phone Android Phone,00:39:44,Not latest view,PE (Peru)
Y,2021-03-02 18:36:46,00:00:05,,Anne with an E: Temporada 3: Un cambio brusco y profundo (Capítulo 8),,Android DefaultWidevineL3Phone Android Phone,00:40:42,00:40:42,PE (Peru)
Y,2021-03-02 18:35:47,00:00:10,,Anne with an E: Temporada 3: Un cambio brusco y profundo (Capítulo 8),,Android DefaultWidevineL3Phone Android Phone,00:40:39,Not latest view,PE (Peru)
Y,2021-03-02 18:35:27,00:00:09,,Anne with an E: Temporada 3: Densas y temibles tinieblas (Capítulo 9),,Android DefaultWidevineL3Phone Android Phone,00:00:08,Not latest view,PE (Peru)
Y,2021-03-02 17:49:39,00:43:04,,Anne with an E: Temporada 3: Densas y temibles tinieblas (Capítulo 9),,Android DefaultWidevineL3Phone Android Phone,00:00:05,Not latest view,PE (Peru)
Y,2021-03-02 17:23:59,00:25:40,,Anne with an E: Temporada 3: Un cambio brusco y profundo (Capítulo 8),,Android DefaultWidevineL3Phone Android Phone,00:43:43,Not latest view,PE (Peru)
Y,2021-03-02 16:32:54,00:18:08,,Anne with an E: Temporada 3: Un cambio brusco y profundo (Capítulo 8),,Android DefaultWidevineL3Phone Android Phone,00:18:12,Not latest view,PE (Peru)
Y,2021-03-02 15:29:57,00:43:11,,Anne with an E: Temporada 3: Un gran esfuerzo del espíritu bondadoso (Capítulo 7),,Android DefaultWidevineL3Phone Android Phone,00:43:43,00:43:43,PE (Peru)
Y,2021-03-02 14:33:46,00:43:08,,Anne with an E: Temporada 3: La cima de mis aspiraciones (Capítulo 6),,Android DefaultWidevineL3Phone Android Phone,00:43:43,00:43:43,PE (Peru)
Y,2021-03-02 13:50:38,00:43:07,,"Anne with an E: Temporada 3: No conozco el miedo y, por tanto, tengo mucho poder (Capítulo 5)",,Android DefaultWidevineL3Phone Android Phone,00:43:43,00:43:43,PE (Peru)
Y,2021-03-02 13:07:29,00:43:08,,Anne with an E: Temporada 3: La esperanza de volver a verlos en el más allá (Capítulo 4),,Android DefaultWidevineL3Phone Android Phone,00:43:44,00:43:44,PE (Peru)
Y,2021-03-02 12:24:19,00:43:10,,Anne with an E: Temporada 3: Nada detiene al corazón que persevera (Capítulo 3),,Android DefaultWidevineL3Phone Android Phone,00:43:47,00:43:47,PE (Peru)
Y,2021-03-02 11:59:15,00:24:41,,Anne with an E: Temporada 3: Hacia lugares inexplorados (Capítulo 2),,Android DefaultWidevineL3Phone Android Phone,00:43:46,00:43:46,PE (Peru)
Y,2021-03-02 00:49:27,00:24:42,,Anne with an E: Temporada 3: Hacia lugares inexplorados (Capítulo 2),,Android DefaultWidevineL3Phone Android Phone,00:25:12,Not latest view,PE (Peru)
Y,2021-03-02 00:44:12,00:05:14,,Anne with an E: Temporada 3: Un secreto que anhelaba descubrir (Capítulo 1),,Android DefaultWidevineL3Phone Android Phone,00:43:44,00:43:44,PE (Peru)
Y,2021-03-01 23:43:02,00:11:29,,Anne with an E: Temporada 3: Un secreto que anhelaba descubrir (Capítulo 1),,Android DefaultWidevineL3Phone Android Phone,00:38:33,Not latest view,PE (Peru)
Y,2021-03-01 04:43:39,00:26:52,,Anne with an E: Temporada 3: Un secreto que anhelaba descubrir (Capítulo 1),,Android DefaultWidevineL3Phone Android Phone,00:27:26,Not latest view,PE (Peru)
Y,2021-03-01 04:00:18,00:42:54,,Anne with an E: Temporada 2: El creciente bien del mundo (Capítulo 10),,Android DefaultWidevineL3Phone Android Phone,00:43:29,00:43:29,PE (Peru)
Y,2021-03-01 03:16:09,00:43:23,,Anne with an E: Temporada 2: Y lo que hemos sido constituye lo que somos (Capítulo 9),,Android DefaultWidevineL3Phone Android Phone,00:43:43,00:43:43,PE (Peru)
Y,2021-03-01 02:29:39,00:43:08,,Anne with an E: Temporada 2: Ya no luchaba contra la percepción de los hechos (Capítulo 8),,Android DefaultWidevineL3Phone Android Phone,00:43:51,00:43:51,PE (Peru)
Y,2021-03-01 01:46:17,00:43:21,,Anne with an E: Temporada 2: La memoria tiene tantos caprichos como el carácter (Capítulo 7),,Android DefaultWidevineL3Phone Android Phone,00:43:44,00:43:44,PE (Peru)
Y,2021-03-01 01:03:04,00:43:12,,Anne with an E: Temporada 2: Protesto contra toda conclusión definitiva (Capítulo 6),,Android DefaultWidevineL3Phone Android Phone,00:43:44,00:43:44,PE (Peru)
Y,2021-03-01 00:20:50,00:42:13,,Anne with an E: Temporada 2: Esos actos decisivos de su vida (Capítulo 5),,Android DefaultWidevineL3Phone Android Phone,00:42:59,00:42:59,PE (Peru)
Y,2021-02-28 23:37:01,00:43:46,,Anne with an E: Temporada 2: El anhelo doloroso de la esperanza no alimentada (Capítulo 4),,Android DefaultWidevineL3Phone Android Phone,00:43:44,00:43:44,PE (Peru)
Y,2021-02-28 22:53:53,00:43:07,,Anne with an E: Temporada 2: La auténtica visión es interior (Capítulo 3),,Android DefaultWidevineL3Phone Android Phone,00:43:44,00:43:44,PE (Peru)
Y,2021-02-28 22:10:06,00:43:46,,"Anne with an E: Temporada 2: Los signos son cosas pequeñas y medibles, pero las interpretaciones son ilimitadas (Capítulo 2)",,Android DefaultWidevineL3Phone Android Phone,00:43:44,00:43:44,PE (Peru)
Y,2021-02-28 21:43:20,00:26:46,,Anne with an E: Temporada 2: La juventud es la estación de la esperanza (Capítulo 1),,Android DefaultWidevineL3Phone Android Phone,00:44:44,00:44:44,PE (Peru)
Y,2021-02-28 20:24:30,00:16:37,,Anne with an E: Temporada 2: La juventud es la estación de la esperanza (Capítulo 1),,Android DefaultWidevineL3Phone Android Phone,00:17:10,Not latest view,PE (Peru)
Y,2021-02-28 19:56:05,00:28:14,,Anne with an E: Temporada 1: Dondequiera que usted esté está mi casa (Capítulo 7),,Android DefaultWidevineL3Phone Android Phone,00:43:14,00:43:14,PE (Peru)
Y,2021-02-28 19:21:35,00:14:27,,Anne with an E: Temporada 1: Dondequiera que usted esté está mi casa (Capítulo 7),,Android DefaultWidevineL3Phone Android Phone,00:15:04,Not latest view,PE (Peru)
Y,2021-02-28 18:38:28,00:43:06,,Anne with an E: Temporada 1: El remordimiento es el veneno de la vida (Capítulo 6),,Android DefaultWidevineL3Phone Android Phone,00:43:44,00:43:44,PE (Peru)
Y,2021-02-28 17:50:42,00:47:01,,Anne with an E: Temporada 1: Una cuerda que vibrara al mismo ritmo (Capítulo 5),,Android DefaultWidevineL3Phone Android Phone,00:43:44,00:43:44,PE (Peru)
Y,2021-02-28 17:09:23,00:41:18,,Anne with an E: Temporada 1: Un escondido e innato tesoro (Capítulo 4),,Android DefaultWidevineL3Phone Android Phone,00:43:44,00:43:44,PE (Peru)
Y,2021-02-28 16:54:37,00:01:52,,Anne with an E: Temporada 1: Un escondido e innato tesoro (Capítulo 4),,Android DefaultWidevineL3Phone Android Phone,00:02:32,Not latest view,PE (Peru)
Y,2021-02-28 16:34:41,00:19:44,,Anne with an E: Temporada 1: ¿Qué hay tan terco como la juventud? (Capítulo 3),,Android DefaultWidevineL3Phone Android Phone,00:43:44,00:43:44,PE (Peru)
Y,2021-02-27 04:05:31,00:24:08,,Anne with an E: Temporada 1: ¿Qué hay tan terco como la juventud? (Capítulo 3),,Android DefaultWidevineL3Phone Android Phone,00:24:08,Not latest view,PE (Peru)
Y,2021-02-27 03:17:22,00:43:47,,Anne with an E: Temporada 1: No soy un ave (Capítulo 2),,Android DefaultWidevineL3Phone Android Phone,00:43:44,00:43:44,PE (Peru)
Y,2021-02-27 01:55:04,01:15:25,,Anne with an E: Temporada 1: Su voluntad va a decidir su destino (Capítulo 1),,Android DefaultWidevineL3Phone Android Phone,01:27:56,01:27:56,PE (Peru)
Y,2021-02-27 01:03:55,00:17:03,,Anne with an E: Temporada 1: Su voluntad va a decidir su destino (Capítulo 1),,Android DefaultWidevineL3Phone Android Phone,00:17:03,Not latest view,PE (Peru)
Y,2021-02-26 03:07:06,00:00:18,,Poco ortodoxa: Miniserie: Parte 1 (Capítulo 1),,Android DefaultWidevineL3Phone Android Phone,00:00:18,00:00:18,PE (Peru)
Y,2021-02-26 01:02:49,01:58:49,,Enola Holmes,,Android DefaultWidevineL3Phone Android Phone,01:58:35,01:58:35,PE (Peru)
Y,2021-02-26 00:43:53,00:08:00,,Ciudad invisible: Temporada 1: Es más grande que nosotros (Capítulo 7),,Android DefaultWidevineL3Phone Android Phone,00:29:07,00:29:07,PE (Peru)
Y,2021-02-25 22:54:21,00:09:55,,Ciudad invisible: Temporada 1: Es más grande que nosotros (Capítulo 7),,Android DefaultWidevineL3Phone Android Phone,00:24:45,Not latest view,PE (Peru)
Y,2021-02-25 22:06:29,00:14:16,,Ciudad invisible: Temporada 1: Es más grande que nosotros (Capítulo 7),,Android DefaultWidevineL3Phone Android Phone,00:15:02,Not latest view,PE (Peru)
Y,2021-02-25 21:55:09,00:11:16,,Ciudad invisible: Temporada 1: Cosas de niños (Capítulo 6),,Android DefaultWidevineL3Phone Android Phone,00:27:34,00:27:34,PE (Peru)
Y,2021-02-25 21:39:08,00:15:50,,Ciudad invisible: Temporada 1: Cosas de niños (Capítulo 6),,Android DefaultWidevineL3Phone Android Phone,00:16:29,Not latest view,PE (Peru)
Y,2021-02-25 21:07:57,00:31:11,,Ciudad invisible: Temporada 1: No me creerías (Capítulo 5),,Android DefaultWidevineL3Phone Android Phone,00:31:50,00:31:50,PE (Peru)
Y,2021-02-25 21:06:26,00:01:30,,Ciudad invisible: Temporada 1: La Cuca vendrá por ti (Capítulo 4),,Android DefaultWidevineL3Phone Android Phone,00:35:01,00:35:01,PE (Peru)
Y,2021-02-25 20:58:32,00:04:37,,Ciudad invisible: Temporada 1: La Cuca vendrá por ti (Capítulo 4),,Android DefaultWidevineL3Phone Android Phone,00:33:35,Not latest view,PE (Peru)
Y,2021-02-25 18:33:40,00:34:24,,Ciudad invisible: Temporada 1: La Cuca vendrá por ti (Capítulo 4),,Android DefaultWidevineL3Phone Android Phone,00:35:11,Not latest view,PE (Peru)
Y,2021-02-25 17:54:29,00:33:44,,Ciudad invisible: Temporada 1: Están entre nosotros (Capítulo 3),,Android DefaultWidevineL3Phone Android Phone,00:34:19,00:34:19,PE (Peru)
Y,2021-02-25 17:17:50,00:36:40,,Ciudad invisible: Temporada 1: Es un camino sin retorno (Capítulo 2),,Android DefaultWidevineL3Phone Android Phone,00:37:12,00:37:12,PE (Peru)
Y,2021-02-25 17:16:39,00:00:34,,Ciudad invisible: Temporada 1: Quisiera que estuvieras aquí (Capítulo 1),,Android DefaultWidevineL3Phone Android Phone,00:29:46,00:29:46,PE (Peru)
Y,2021-02-25 16:38:20,00:36:03,,Ciudad invisible: Temporada 1: Quisiera que estuvieras aquí (Capítulo 1),,Android DefaultWidevineL3Phone Android Phone,00:36:02,Not latest view,PE (Peru)
Y,2021-02-25 16:24:15,00:00:32,,New Amsterdam: Temporada 2: En cuestión de segundos (Capítulo 18),,Android DefaultWidevineL3Phone Android Phone,00:53:40,00:53:40,PE (Peru)
Y,2021-02-25 15:21:52,00:58:42,,New Amsterdam: Temporada 2: En cuestión de segundos (Capítulo 18),,Android DefaultWidevineL3Phone Android Phone,00:54:23,Not latest view,PE (Peru)
Y,2021-02-25 15:05:00,00:16:51,,New Amsterdam: Temporada 2: Despegue (Capítulo 17),,Android DefaultWidevineL3Phone Android Phone,00:42:27,00:42:27,PE (Peru)
Y,2021-02-25 14:31:44,00:25:41,,New Amsterdam: Temporada 2: Despegue (Capítulo 17),,Android DefaultWidevineL3Phone Android Phone,00:25:39,Not latest view,PE (Peru)
Y,2021-02-25 13:50:27,00:41:14,,New Amsterdam: Temporada 2: Perspectivas (Capítulo 16),,Android DefaultWidevineL3Phone Android Phone,00:42:21,00:42:21,PE (Peru)
Y,2021-02-25 13:08:04,00:42:22,,New Amsterdam: Temporada 2: Doble ciego (Capítulo 15),,Android DefaultWidevineL3Phone Android Phone,00:42:20,00:42:20,PE (Peru)
Y,2021-02-25 12:26:05,00:41:58,,New Amsterdam: Temporada 2: Sabbat (Capítulo 14),,Android DefaultWidevineL3Phone Android Phone,00:41:55,00:41:55,PE (Peru)
Y,2021-02-25 11:43:45,00:42:20,,New Amsterdam: Temporada 2: En el cementerio (Capítulo 13),,Android DefaultWidevineL3Phone Android Phone,00:42:16,00:42:16,PE (Peru)
Y,2021-02-25 11:17:06,00:26:38,,"New Amsterdam: Temporada 2: 14 años, 2 meses, 8 días (Capítulo 12)",,Android DefaultWidevineL3Phone Android Phone,00:42:29,00:42:29,PE (Peru)
Y,2021-02-25 00:42:55,00:16:51,,"New Amsterdam: Temporada 2: 14 años, 2 meses, 8 días (Capítulo 12)",,Android DefaultWidevineL3Phone Android Phone,00:16:50,Not latest view,PE (Peru)
Y,2021-02-25 00:01:33,00:41:21,,New Amsterdam: Temporada 2: Me oculto detrás de mi sonrisa (Capítulo 11),,Android DefaultWidevineL3Phone Android Phone,00:42:05,00:42:05,PE (Peru)
Y,2021-02-24 23:19:34,00:41:58,,New Amsterdam: Temporada 2: Código plata (Capítulo 10),,Android DefaultWidevineL3Phone Android Phone,00:42:30,00:42:30,PE (Peru)
Y,2021-02-24 23:01:07,00:18:26,,New Amsterdam: Temporada 2: La isla (Capítulo 9),,Android DefaultWidevineL3Phone Android Phone,00:42:24,00:42:24,PE (Peru)
Y,2021-02-24 22:36:59,00:24:01,,New Amsterdam: Temporada 2: La isla (Capítulo 9),,Android DefaultWidevineL3Phone Android Phone,00:24:01,Not latest view,PE (Peru)
Y,2021-02-24 21:52:30,00:42:11,,New Amsterdam: Temporada 2: Lo que quiere el corazón (Capítulo 8),,Android DefaultWidevineL3Phone Android Phone,00:42:18,00:42:18,PE (Peru)
Y,2021-02-24 21:10:35,00:41:54,,New Amsterdam: Temporada 2: Buenos soldados (Capítulo 7),,Android DefaultWidevineL3Phone Android Phone,00:42:27,00:42:27,PE (Peru)
Y,2021-02-24 20:31:02,00:39:32,,New Amsterdam: Temporada 2: La fuerte mano derecha (Capítulo 6),,Android DefaultWidevineL3Phone Android Phone,00:42:26,00:42:26,PE (Peru)
Y,2021-02-24 19:21:43,00:03:06,,New Amsterdam: Temporada 2: La fuerte mano derecha (Capítulo 6),,Android DefaultWidevineL3Phone Android Phone,00:03:02,Not latest view,PE (Peru)
Y,2021-02-24 18:39:03,00:42:39,,New Amsterdam: Temporada 2: La línea de Kármán (Capítulo 5),,Android DefaultWidevineL3Phone Android Phone,00:42:26,00:42:26,PE (Peru)
Y,2021-02-24 17:56:36,00:42:27,,New Amsterdam: Temporada 2: El denominador (Capítulo 4),,Android DefaultWidevineL3Phone Android Phone,00:42:22,00:42:22,PE (Peru)
Y,2021-02-24 17:13:34,00:43:01,,New Amsterdam: Temporada 2: Reemplazo (Capítulo 3),,Android DefaultWidevineL3Phone Android Phone,00:42:23,00:42:23,PE (Peru)
Y,2021-02-24 16:30:17,00:41:34,,New Amsterdam: Temporada 2: El panorama general (Capítulo 2),,Android DefaultWidevineL3Phone Android Phone,00:42:23,00:42:23,PE (Peru)
Y,2021-02-24 16:26:44,00:03:32,,New Amsterdam: Temporada 2: Tu turno (Capítulo 1),,Android DefaultWidevineL3Phone Android Phone,00:42:25,00:42:25,PE (Peru)
Y,2021-02-24 14:54:08,00:36:17,,New Amsterdam: Temporada 2: Tu turno (Capítulo 1),,Android DefaultWidevineL3Phone Android Phone,00:38:56,Not latest view,PE (Peru)
Y,2021-02-24 14:20:44,00:33:12,,New Amsterdam: Temporada 1: Luna (Capítulo 22),,Android DefaultWidevineL3Phone Android Phone,00:42:19,00:42:19,PE (Peru)
Y,2021-02-24 13:38:36,00:42:07,,New Amsterdam: Temporada 1: Este no es el final (Capítulo 21),,Android DefaultWidevineL3Phone Android Phone,00:42:02,00:42:02,PE (Peru)
Y,2021-02-24 12:56:17,00:42:18,,New Amsterdam: Temporada 1: Prevenible (Capítulo 20),,Android DefaultWidevineL3Phone Android Phone,00:42:14,00:42:14,PE (Peru)
